textDisplay,videojuego,moderationStatus,sentimiento
no se si soy yo pero mucho hud pero es comprensible por las nuevas mecanicas de juego pero se siento como si me fuera a perder,God of War: Ragnarök,,
goty,God of War: Ragnarök,,
la gente se preocupa por lo de solo 25 horas para el platino pero yo por ejemplo al primer spider man le eche casi 200 horas sin aburrirme,God of War: Ragnarök,,
joder macho con el tipico comentario de quot no busca reinventar nada quot que necesitais vosotros,God of War: Ragnarök,,
sony y spider man mejor es halo y xbox,God of War: Ragnarök,,
pintaza imsomniac es un de los estudios del momento muchas ganas de ver qué están preparando con wolverine,God of War: Ragnarök,,
deberian de encargarse de alguna saga de iron man,God of War: Ragnarök,,
ajjajaja son los mejores vendiendo su anitol basuras vándalos,God of War: Ragnarök,,
a href https www youtube com watch v zf2rd1t5bk amp t 6m40s 6 40 a si habéis querido ejemplificar en imágenes lo que estáis diciendo no habéis podido coger imágenes mas desacertadas br decís una cosa y mostráis completamente lo opuesto,God of War: Ragnarök,,
lo mismo de siempre cagada de juego,God of War: Ragnarök,,
tengo que decir algo antes de ver el vídeo y espero que alguien me responda cómo cojones van a opinar si vale la pena el juego si no a salido no se supone que salía el 21 tengo entendido,God of War: Ragnarök,,
me hace gracia esta gente que dicen que es continuista normal que quieres que sea un shooter parecéis retrasados en vandal y los haters de xbox luego al zelda que era mega continuista le poneis 10 ainsss,God of War: Ragnarök,,
chau starfield,God of War: Ragnarök,,
resumen si vale la pena,God of War: Ragnarök,,
solo decir muchas gracias sony esto parece películas soy fanático del spiderman ps5 esta on fire,God of War: Ragnarök,,
vamos a ver cómo sony se las apaña para lo que se le viene con un solo juego,God of War: Ragnarök,,
el juego ultra corto parece dlc y a 80 napos xd,God of War: Ragnarök,,
hubiera sido un juegazo con unreal 5,God of War: Ragnarök,,
primer dia de rrseñas y ya tiene mas de 100 notas en metacritic no como otros estudios que solo le dan copia del juego a las páginas que llevan una x en su nombre,God of War: Ragnarök,,
hombre normal es un dlc como no va a tener la misma movilidad xd,God of War: Ragnarök,,
que buena pelicula v,God of War: Ragnarök,,
una pregunta y por qué no salió para ps4,God of War: Ragnarök,,
amo zelda totk pero este spiderman 2 pinta a goty br br rip xbox,God of War: Ragnarök,,
a ver gente es una secuela obviamente no van a innovar como es el segundo juego pues a mí me parece bien ya que el primero es un juegazo eso si una nueva entrega ya tendría que ser mucho más revolucionaria para que merezca la pena,God of War: Ragnarök,,
goty,God of War: Ragnarök,,
me da verg enza que pongan quot merece la pena quot que falta de respeto están de coña,God of War: Ragnarök,,
le están dando unas notas increíbles de todas partes a disfrutar de este juegazo gente y ni caso a lo que digan los tóxicos de siempre,God of War: Ragnarök,,
juegazo no me interesaba conseguirlo pero ahora viéndolo creo que en navidad me compraré este y el sonic superstars probé el mario wonder y se me hizo aburridísimo,God of War: Ragnarök,,
comenta si tienes ps4 y tienes confianza en que salga para ps4,God of War: Ragnarök,,
tirándole flores a sony vandal,God of War: Ragnarök,,
te hacen una carga invisble que es ponerte la pantalla en negro pero eh si lo hace starfield mal como se os ve el plumero piperos peleas desafiantes que no se trata de repetir un patron y se ve a spiderman simbionte dando el mismo combo de puñetazos contra el lagarto una y otra vez no nos engañemos es un buen juego pero siendo el mismo juego que el anterior eso deberia restar puntos luego nos quejamos de que son iguales los assasin creed los fifa,God of War: Ragnarök,,
me gusta spiderman pero el cinismo de esta gente es bestial casi me ofende br seamos sinceros sigue siendo spiderman puedo ver con claridad que algo raro pasa y me ofende que subestimen mi inteligencia,God of War: Ragnarök,,
esto es un dlc que no nos engañen que nos digan la verdad,God of War: Ragnarök,,
39 spidersaludos me gustó tu video de la gran novedad que se tiene sobre marvel spider man 2,God of War: Ragnarök,,
spidergotyman 2,God of War: Ragnarök,,
dios mio amigo porque la gente es tan toxica coño que esto es una secuela esperen a jugar el juego no se guíen solo por una review de algo que ni mostraron completamente esto no es una nueva ip sigue la linea con su antiguo predecesor el spider man 1 y es un juego de spider man hay gente que lo alaba demás si hay gente que espera a ver el juego y criticarlo pq si solo pq le arde las opiniones de la gente que lo alaba demás ignoralos y ya no te dediques a hacer la misma mierda e incluso peor esta comunidad esta condenada zelda totk es tan dlc que te lo pasas yendo al grano en unas 50 horas el spider man lo platinas en 25 pero es que la percepción del tiempo se altera en los juegos haces pausa para comer ir al baño etc no estás pegado las 24 horas eso es solo no cuidar el dlc es diferente pero claro eso solo lo dice la gente toxica que no ha estado en la industria esto se lleva haciendo con las secuelas desde la ness pero claro estas personas apenas y son de esta generación de consolas jajajaj en serio que comunidad más mierda espero disfruten el juego los que lo juegan y no la gente que solo ve opiniones ajenas de vídeos o otras cosas buen día a todos bg3 o zelda totk mi candidato a goty jsjsj y tal vez el spider man cuando lo juegue,God of War: Ragnarök,,
jajajaja es increible la cantidad de ardor que hay entre los xboxers no importa que tengan a bethesda y activision siempre tienen envidia de lo que hay en las demas consolas,God of War: Ragnarök,,
que gracioso como alaban a repetitividad en este juego mientras a otros lo tunden por eso a href https www youtube com watch v zf2rd1t5bk amp t 6m38s 6 38 a quot el plato fuerte del juego son los jefes con combates intensos y desafieantes donde nos obligan a usar el entorno a nuestro favor quot ni siquiera se movió del sitio se quedó en el mismo lugar pulsando un botón sin sufrir daño o estaba en modo fácil,God of War: Ragnarök,,
si lo compro en la playstation store ya deja jugar,God of War: Ragnarök,,
bueno en mi opinión en el primer juego si me aburrieron esas misiones secundarias dónde debes encontrar varias cosas como las mochilas y atrapar las palomas y este juego es un meh ya que regresa eso solo que atrapando robots ahora,God of War: Ragnarök,,
buahhh los gráficos me decepcionaron se ven casi igual que en ps4,God of War: Ragnarök,,
sabes si este tiene tiempo dinámico o es como el primero que no pasaba el tiempo,God of War: Ragnarök,,
primer dia de reseñas y ya tiene mas de 100 reseñas distintas en metacritic cuando un estudio confia en su videojuego se nota no como bethesta que le da las copias de reseña nomas a 20 paginas para que tenga nota alta de salida,God of War: Ragnarök,,
le pintan un 9 2 a otro dlc de los dos primeros increíble,God of War: Ragnarök,,
pero que le pasa a esta página a leguas se ve que es un juego casi perfecto el primer y real nex gen y le pone esa nota,God of War: Ragnarök,,
increíble lo que argumenta de los bosses mientras enseña un combate en el que el boss solo se dedica a recibir golpes xd,God of War: Ragnarök,,
es una broma no,God of War: Ragnarök,,
joder macho que lastima lo del bubniak ver a ese peter tan bien hecho en esta historia hubiese sido increíble jamas sentí tanta empatia con un peter parker este niño no identifica con nada,God of War: Ragnarök,,
los gamers estamos de enhorabuena que nunca nos falten obras maestras como este juego,God of War: Ragnarök,,
dice que si vale la pena br la pregunta ofende vandal,God of War: Ragnarök,,
like numero 932,God of War: Ragnarök,,
la verdad tiene mas pinta de dlc que de juego completo yo veo lo mismo de siempre,God of War: Ragnarök,,
lo único del análisis es lo dr las misiones secundarias todos absolutamente todos los juegos se repiten unos más que otros obviamente pero en ragnarok lo único que diferenciaba las misiones secundarias en la narrativa de resto es igual ir del punto a al b y combatir pero en algunos juegos los que hacen el análisis en todos estos canales se victimizan de las misiones secundarias,God of War: Ragnarök,,
lastima que juego en pc pero espero que saquen pronto la version para pc porque la ps5 esta mas cara que el pingo,God of War: Ragnarök,,
menuda nota más hinchada ni de broma es un juego de 9,God of War: Ragnarök,,
jajajajaja solo con los juegos de sony todo es bueno que risa como dicen que es continuista pero dicen que lo perfecciona jajajsjsjsja que no se note lo comprado que están está gente muy bonito el spiderman pero de un 80 no pasa se roban la mecánica de planeo de batman el estilo de pelea y la manera de hacer las misiones pero bueno así estamos en estos tiempos,God of War: Ragnarök,,
ojalá en un futuro hagan un dlc o un título para spider gwen pedir ya un spider verse sería demasiado,God of War: Ragnarök,,
pero si es el mismo juego tercera parte con otra historia claro faltaría más jajajajajajajja te tienes que reír con la panda del moco esta donde siempre lo tenéis,God of War: Ragnarök,,
le doctore young no tengo mas que decir asco woke,God of War: Ragnarök,,
creo que al fan de xbox no le va a gustar este video,God of War: Ragnarök,,
lo veo muy muy similar al primer spiderman con otras mecanicas pero me da igual porque el primero era y sigue siendo bestial y eso ya es mucho para disfrutar con la siguiente aventura,God of War: Ragnarök,,
era necesario dejar tanto tiempo la persecucion de black cat me hiciste ahí tremendo spoiler bueno al menos no fue tanto spoiler comparado a otros medios qué empiezan con 3d que apenas vi 3 minutos y adiós jaja,God of War: Ragnarök,,
repito de nuevo el simbionten venom es bueno repito,God of War: Ragnarök,,
no veas como se nota que es de nueva generacion menos malllllllllllllllllllllllll por dios,God of War: Ragnarök,,
esta de más ese título,God of War: Ragnarök,,
una verguenza parece un dlc no mas,God of War: Ragnarök,,
a href https www youtube com watch v zf2rd1t5bk amp t 6m40s 6 40 a lo que dices se contradice con lo que aparece en pantalla esa pelea contra el lagarto se ve pesima nisiquiera ataca devuelta,God of War: Ragnarök,,
xd,God of War: Ragnarök,,
los que decian que totk era un dlc donde estan un 9 3 le ponen vaya fandom de pagina,God of War: Ragnarök,,
considero a el merece la pena en el título como algo retórico una pregunta a ese estilo sí debe ser eso efectivamente,God of War: Ragnarök,,
en el título no tendría que poner merece la pena o no tendría que poner es un 10 el juego,God of War: Ragnarök,,
no,God of War: Ragnarök,,
goty 2023 este juego esta a punto de cambiar la humanidad y trascendencia a la historia del gaming como siempre solo en playstation,God of War: Ragnarök,,
alguien reservo el juego el game,God of War: Ragnarök,,
vandal tengo una pregunta se ve peor en el video o es q el juego se ve asi me refiero a los gráficos es q tengo el miedo de q se vea mal,God of War: Ragnarök,,
ni compras ni flautas aquí está el espíritu de los videojuegos los que pueden disfrutar de juegos como éste son los que ganan,God of War: Ragnarök,,
juegazo no veo las horas de poder jugarlo saludos cordiales desde argentina,God of War: Ragnarök,,
pueden hacer tambien la reseña del juego pero para ps4,God of War: Ragnarök,,
que lindos se ven esos 60 fps en ps5 ya de la espectacularidad del juego ni hablemos el que es usuario sabe y conoce la calidad de los gotys de playstation otro aaa que quitan el hipo junto con ratchet ragnarok forbiden west demon souls remake tlou parte 1 y final fantasy 16 esta gen para los jugadores,God of War: Ragnarök,,
me dices que sale en ps4 y me lo creo es un juegazo eso está claro pero yo me esperaba ver ese salto que demuestre que por fin ya está la nueva generación y que esté sería lo que fué quot uncharted 4 quot en 2016 en ps4 a tres años de la generación pero con spider man 2 en este caso y en ese aspecto no lo he visto y eso que lo he visto a 1080p y 60 fps y me sigue pareciendo un juego de ps4 más que de ps5 br a estas alturas pienso que no hay nada que no pueda mover una ps4 con sus recortes perfectamente esta nueva generación pienso que ha salido demasiado pronto y que el hecho de que sigan saliendo juegos en ps4 refuerza el hecho de que ps5 y xbox series no dejan de ser quot consolas vitaminadas quot de ps4 pro y xbox one x quizás sobre 2025 si que veamos los juegos de verdad next gen pero por el momento es un jarro de agua fría en mi opinión,God of War: Ragnarök,,
un triple a que otra vez juega sobre seguro un sistema de sigilo facil y obsoleto y misiones secundarias nuevamente repetitivas y obsoletas resultado demosle un 93 la prensa cuando sale un juego de sony le importa un bledo las cosas negativas jaja,God of War: Ragnarök,,
eso de gracias a las posibilidades de ps5 es relleno q no aporta a la prosa ac mirage es mejor sin duda y se valora menos,God of War: Ragnarök,,
en serio hay alguien que se cree la nota a esta altura era sabido que lo sobrevalorarian como hacen con todos los exclusivos de sony,God of War: Ragnarök,,
se viene la chupadera de pitó a papi geystation,God of War: Ragnarök,,
gran reseña,God of War: Ragnarök,,
jajajaja literal dijeron nos da igual que sea identico a los otros dos juegos mientras que de starfiel dijeron que repetía lo mismo de skyrim y por ello lo hacía monótono y repetitivo así o más comprados,God of War: Ragnarök,,
juego meco de 11 horas,God of War: Ragnarök,,
se viene el goty 23,God of War: Ragnarök,,
patrones en los bosses literal vi que peter le dio 50 golpes a lagarto y el solo los recibió y en esos 50 golpes el lagarto dio 4 golpes osea wtf,God of War: Ragnarök,,
se puede stremear ya el juego,God of War: Ragnarök,,
deci algo mas de venom para eso vinimos,God of War: Ragnarök,,
goty,God of War: Ragnarök,,
épico,God of War: Ragnarök,,
,God of War: Ragnarök,,
tengo la play pero no el juego 39 39 v,God of War: Ragnarök,,
goty,God of War: Ragnarök,,
fuerte dlc,God of War: Ragnarök,,
pero como no va a merecer la pena,God of War: Ragnarök,,
he jugado los dos en la play 5 porque cambiaron el juego ya no es lo que era no me gusta es súper aburrido prefiero los god of war antiguos,God of War: Ragnarök,,
esas voces chistosas en el doblaje españolete,God of War: Ragnarök,,
hola chicos perdón por poner esto aquí no conozco nadie de mi entorno que también tenga la consola tengo el código que me vino con la consola y no quiero el juego si alguien le interesa que me escriba gracias no lo vendo al mismo precio al que está en la store eso por supuesto,God of War: Ragnarök,,
que penoso es el doblaje de españa no le llega ni a la punta al de latinoamericana,God of War: Ragnarök,,
los últimos 2 juegos no merecen el nombre de god of war piensan que ponen mundo abierto a todos y los hacen buenos,God of War: Ragnarök,,
la historia es bastante pobre y muy diluida tiene buenos momentos pero no termina siendo más que un ascension,God of War: Ragnarök,,
a mi me gusto el juego en sí pero el sistema de combate en específico la cámara es asqueroso es tedioso dios el sistema de combate de horizont es mejor,God of War: Ragnarök,,
vamos a comenzarlo ahora mismo y eso que no he jugado absolutamente a ninguno y encima con música de bear mccready,God of War: Ragnarök,,
alguien sabe si es necesario haber jugado al de 2018 para poder disfrutar este,God of War: Ragnarök,,
kratos sienpre quiso a su familia fue por ares que kratos los mató engañado en una ilusión y es por eso que desata toda la furia con los diosos pero siempre tuvo sentimientos,God of War: Ragnarök,,
si papu no spoiler en ragnarok,God of War: Ragnarök,,
compré este juego y la verdad reconozco que ganó elden ring y bien merecido,God of War: Ragnarök,,
no comprendo como no fue el goty,God of War: Ragnarök,,
es un juegazo lo que más me sorprendió es que las batallas contra odín y thor estuvieron muy muy a la altura porque habiendo tenido la batalla final contra baldur en el anterior juego la verdad parecía insuperable pero lo lograron con mucho éxito las batallas son muy memorables lo único que me llegó a disgustar un poco era cuando tocaba jugar solo con atreus de ahí todo super bien,God of War: Ragnarök,,
muy bien 3 d juegos pero donde estan los puntos negativos que siempre los tiene un videojuego da igual que tan bueno sea es 0 objetiva la prensa en los 10 min no para hacer énfasis en lo bueno que es pero peca mucho de objetividad no se tiene que tener en cuenta para una compra,God of War: Ragnarök,,
me pereció aburrido la historia principal muy dispersa me aburre,God of War: Ragnarök,,
juego god of war desde que salió en el 2005 y debo decir que este gow ragnarok está el mas flojo en todos los aspectos por no decir el peor que ha salido hasta ahora sin duda los gráficos son de última generación pero no comparto la historia simplemente lo jugué y acabé pero no me da ganas de volverlo a jugar a comparación de las anteriores entregas que los habré jugado más de 10 veces cada uno este ultimo gow no da ganas de volverlo a jugar no me gusta jugar a la fuerza con atreus y escuchar a kratos hablar de amor y hacer el bien como que no me cuaja le ponen demasiado sentimentalismo como si a la fuerza te quisieran sacar una lagrima,God of War: Ragnarök,,
80 es el puto mismo juego que timo,God of War: Ragnarök,,
por que no agregaron la lucha sin armas el modo ira quedo horrible y no hace daño en las cinematicas tanto el 2018 como el ragnarok son geniales y hubiese sido genial que puedas hacer lo mismo en la lucha regular no hay variedad de remates en el trailer del 2018 hacia un remate exquisito a un enemigo con un combo de puños que nunca vio la luz en el juego el combo con el escudo es muy pobre hubieran aprovechado la brutalidad de kratos con un modo sin armas no solamente en cinematicas igualmente igualmente es un buen juego,God of War: Ragnarök,,
spoilers lo único que me decepcionó del juego fue la pelea final con thor siento que fue muy corta y básica y con el listón tan alto que dejó la primera pelea esta me pareció bastante mediocre y corta se que no podía ser muy intensa por q el boss final era odín pero igualmente estuvo muy por debajo de mis expectativas,God of War: Ragnarök,,
nadie va a mencionar que las imágenes previas que teníamos de heimdall y odín son un engaño,God of War: Ragnarök,,
linda peli,God of War: Ragnarök,,
me gusta mi idioma pero háganse un favor juéguenlo en ingles me agradecerán,God of War: Ragnarök,,
odín no tubo por qué matar a thor eso fue súper aburrido l,God of War: Ragnarök,,
que ganas de molestar hermano disfruten el juego muchachos que más es lo que piden tiene a un kratos maduro y con un final cariñoso con su hijo y aún así sigue siendo furioso y violento nose que más quieren disfruten que es un juegazo increíble,God of War: Ragnarök,,
lastima su final decepcionante para mi,God of War: Ragnarök,,
lo peor de juego jefes y musica muy pocos y sin epicidad vaya decepción ya que fue lo que se le critico al primero,God of War: Ragnarök,,
todos hemos tenido padres o madres br el niño huérfano,God of War: Ragnarök,,
bla bla si pero sin modos de desafíos ni un modo horda este juego se queda corto con solo la campaña,God of War: Ragnarök,,
santa monica saca dos juegazos seguidos a partir de una saga terminada hace 8 años br fans a la semana de salido el gow ragnarok pa cuando el siguiente juego,God of War: Ragnarök,,
que sea repetitivo no es mi problema el problema es que tiene muchos bug y muchas pantallas de carga demasiado a diferencia del l título anterior y ni hablar de las físicas hay viento y se mueve la cámara no los arbomes y etc etc,God of War: Ragnarök,,
yo no sé si será goty o no pienso que elden ring lo merece mucho más pero no me disgusta que ragnarok lo sea acabo de terminarlo y es de lejos el mejor god of war de toda la franquicia igualmente el hecho de ser goty o no jamás quita que un juego sea una obra maestra lo que si me dio un poco de rabia es que mucha gente ha hablado de goty sin haber sido lanzado el juego y mucho menos haberlo jugado y dejan su criterio a la altura del betún,God of War: Ragnarök,,
no entiendo la mentira de los 4k gente tengo una pc de mas de 2000 y os aseguro que jugar un juego a 4k es muy exigente asi que no no existen los 4k en consola es mentira 500 cuesta la consola no os engañeis ponedlo siempre modo rendimiento y jugadlo a 60fps o con un poco mas de presupuesto jugais a 120 o 240fps en pc,God of War: Ragnarök,,
es un juegazo pocas veces se logra empatizar tanto con los personajes que no querés que se muera ninguno aún así el pequeño punto flojo son las adaptaciones de la mitología nórdica asgard odin fenrir j rmundgander ragnarok que justamente es el subtítulo del juego la descendencia de loki a veces da la sensación de guionazo,God of War: Ragnarök,,
como fan de 12 años permiso una semana del trabajo y jugar en la dificultad máxima quot quiero god of war quot bueno trabajare en navidad xd estoy totalmente agradecido que hayan respetado la dificultad como de las otras sagas br br no pensé que iba demorar casi 50 horas en pasarme la campaña y todas las misiones secundarias xdxd valió la pena xdxd,God of War: Ragnarök,,
decir que no es un juego es continuista es literalmente mentir a tus espectadores br el juego es una continuacion al anterior en todo con mejoras en ciertos aspectos por supuesto es un juegazo digno de goty pero no hace falta engañar o exagerar sus virtudes,God of War: Ragnarök,,
me gusto todo menos la batalla final duro muy poco tiempo,God of War: Ragnarök,,
plague of tale requiem elden ring gow ragnarok madre mía que juegazos,God of War: Ragnarök,,
juego de la década,God of War: Ragnarök,,
a href https www youtube com watch v v qywkgvimy amp t 1m47s 1 47 a,God of War: Ragnarök,,
lo mejor de este juego en opinión personal y es ver el lado sentimental de kratos luego de varios juegos,God of War: Ragnarök,,
nunca decepcionando el goty como siempre tan god,God of War: Ragnarök,,
primera mentirna no pone toda la carne esta hecho para play 4 sin demeritar su calidad pero no mientas,God of War: Ragnarök,,
,God of War: Ragnarök,,
no encuentro competidor este año para robarle el goty,God of War: Ragnarök,,
si no hay ira y venganza lo siento pero no es kratos,God of War: Ragnarök,,
es igual practicamente al 2018,God of War: Ragnarök,,
que año mas bonito para mi por dios elden ring luego me sacan persona 5 royal para pc y ahora esto,God of War: Ragnarök,,
según este análisis es un juegazo pero entras a la página de 3djuegos y le pusieron un 6 a ver si se ponen de acuerdo,God of War: Ragnarök,,
cuanto te han pagado para llamar a ese juego el juego de año porque madre mía jajajajajajajajaja,God of War: Ragnarök,,
la verdad me está decepcionando mucho empieza bien pero se va volviendo tedioso parece el simulador de quot acércate y apreta circulo quot las muertes de los enemigos son todas iguales sindri te da todos los artilugios pero además lo hace por fasticulos como si fuera de planeta de agostini para colmo las voces sindri y brok son homer y un chaval la voz de thor impone menos autoridad que un policía en una fiesta de strippers se nota la poca voluntad que han puesto en este supuesto juego del año,God of War: Ragnarök,,
no me gustó el final flojo,God of War: Ragnarök,,
cuando dicen quot continuista quot en serio me cago de risa o sea es en serio ustedes tienen conflictos,God of War: Ragnarök,,
a alguien mas le gusta que los analisis sean solo con el,God of War: Ragnarök,,
gracias por los spoilers hijos de perra,God of War: Ragnarök,,
a lo importante cuando estará en pc x 39 d,God of War: Ragnarök,,
cuantas armas tiene kratos como sean solo 2 es un timazo,God of War: Ragnarök,,
me alegro que as vuelto tio me gusta muchio como analisas los juegos,God of War: Ragnarök,,
no entiendo en diferentes lados salieron con que el juego es una obra maestra el mejor juego etc br br y acá me vienen con que es una caca pepino etc br br que alguien me explique qué pasa por favor,God of War: Ragnarök,,
muchas ganas no me paso a una series x solo por este juego cuando saquen un elder scroll nuevo caerá seguro,God of War: Ragnarök,,
hola tengo una pregunta tengo una tienda en español y soy frances queria saber si el dios de la guerra ragnarok que tienes en la tienda en español y si tiene el idioma frances para saber si lo compro en mi tienda o en frances cuenta,God of War: Ragnarök,,
juegazo,God of War: Ragnarök,,
elden ring le gana,God of War: Ragnarök,,
hay spoilers es para verme el vídeo entero,God of War: Ragnarök,,
bueno le pondría un 8 0 por qué se ve demasiado igual además no se porque no retiraron al estorboso que tiene a su lado gráficamente se ve muy bien gracias,God of War: Ragnarök,,
quot dejemos atras estos juegos integeneracionales quot xd pues que saquen mas ps5 de stock y no la vendan por casi 900 pavos como la estan vendiendo veras como ya no te chirria majo,God of War: Ragnarök,,
de verdad por lo que veo de verdad m me encanta lo que yo veoo omg,God of War: Ragnarök,,
pero quiero spoilers ctm,God of War: Ragnarök,,
yo tengo una pregunta tengo una ps4 y de momento no tengo pensando comrparme una ps5 renta comprarse el gow ragnarok para ps4 o tendria que esperar a tener una ps5 o una ps4 pro,God of War: Ragnarök,,
es una joya así de sencillo,God of War: Ragnarök,,
ya espero que salga para pc sería increíble poder jugarlo en un pc yo que tengo una pc de última generación espero con ansias que salga y poder jugar a gusto br br y creo que hay más de 1 que espera lo mismo que yo,God of War: Ragnarök,,
antes de siquiera ver el juego con ver el amor que le tiene el mismo creador ahi ya te das cuenta que sera un juegazo y buscara mejorar todo lo posible porque justamente es un juego practicamente hecho por mayor fanatico de su franquicia el br br,God of War: Ragnarök,,
es un juego histórico,God of War: Ragnarök,,
ya me tienen hinchado con lo de continuismo entiendan señores este juego es una secuela si cambiarán la formula del juego pierde la esencia de la cual se creo está jugabilidad en el 2018 así que no pueden alterar el gameplay porque no sería de mucho agrado para lo que ya habían jugado la entrega anterior este análisis con respecto a lo de ese tema la verdad no tiene sentido continuismo ya no saben que decir,God of War: Ragnarök,,
hola q tal una pregunta y qtal el juego en el ps4 tiene buen rendimiento,God of War: Ragnarök,,
cuando sale el juego del año en mi gamepass,God of War: Ragnarök,,
el goty estará entre god of war elden ring y horizon forbidden west,God of War: Ragnarök,,
ya solo falta que confirmen la fecha de salida en pc,God of War: Ragnarök,,
que ganas ya que pasen los días ya queda poco y este año por fin los goty van a merecer la pena con elder ring god of war y calisto protocol y me atrevería decir que el a plage tale también se lo merece,God of War: Ragnarök,,
a href https www youtube com watch v v qywkgvimy amp t 7m30s 7 30 a cuando el juego es perfecto pero hay que buscarle una pega si o sí,God of War: Ragnarök,,
parece un dlc,God of War: Ragnarök,,
esta bueno el dlc de 80 dólares mas de lo mismo,God of War: Ragnarök,,
es verdad lo q dice saselandia q ese juego rompe el ps4 confirmen,God of War: Ragnarök,,
es verdad álvaro ya dejemos juegos intergeneracionales de la escala y calidad de gow y horizon forbiden west mejor vayamos por el camino de xbox por mas indies como as duck falls pentiment y 0 aaa maquillaste bien la mitad del análisis pero tuviste que derrapar a la mitad sacando todo el veneno pero buen por suerte al final encarrilaste de nuevo,God of War: Ragnarök,,
soy muy fiel a esta página y me encanta los análisis de álvaro espero por favor que este god of war no se marque un abby o un raiden en metal gear me compro el juego para jugar con kratos igual que me compre el juego para jugar con joel y al final paso lo que pasó como me gaste 80 y se marquen un abby perderéis un seguidor para siempre soy 1000 y 80 conforme esta la vida no son moco de pavo,God of War: Ragnarök,,
para llegar al punto que un fanboy radical de xbox como álvaro castellano que después de llorar con sh2 remake porque es exclusivo de consola en ps5 diga que gow ragnarok quiere decir que el juego es una obra maestra y el goty pero buen los usuarios de ps ya sabemos de la calidad de los juegos de ps habemus goty,God of War: Ragnarök,,
que ganas de que salga en pc para seguir con las aventuras de shrek y cj,God of War: Ragnarök,,
que emoción y hype tan grande ya quiero que llegue mi reserva,God of War: Ragnarök,,
gow siendo gow seguramente obtenga el goty,God of War: Ragnarök,,
una estafa en pocas palabras,God of War: Ragnarök,,
goty,God of War: Ragnarök,,
ubisoft activision ea tienen mucho q aprender de sony de como hacer un buen juego,God of War: Ragnarök,,
que maravilla br el próximo god of war ya exclusivo en ps5 va ser increíble,God of War: Ragnarök,,
cuál será el juego quot cal od war quot porq no para llamar al juego con ese nombre,God of War: Ragnarök,,
que reseña más floja no tenías ganas de trabajar,God of War: Ragnarök,,
no soy de españa pero la voz de kratos en español me parece malisima nada parecida a la original,God of War: Ragnarök,,
que emoción god of war no falla,God of War: Ragnarök,,
el hacha ya se podía cargar en el anterior,God of War: Ragnarök,,
el juego esta bueno pero a mi gusto el combate es terrible muy rigiido y la camara es horrible pase el 1 pero este no lo compro no me parece que hay cambio a nivel de combate que es mas de lo mismo en rigides,God of War: Ragnarök,,
involuntaria o involuntariamente xd,God of War: Ragnarök,,
este god of war y sonic frontier son los juegos más esperandos sin duda,God of War: Ragnarök,,
habemus goty señores br no hay duda playstation desde que llego a la industria ha marcado estándares de calidad superandose generación tras generación,God of War: Ragnarök,,
ese abrazo de kratos a atreus y su sonrisa al recibir el abrazo es lo mejor mas bonito y humano que he visto de kratos,God of War: Ragnarök,,
20 10 y god juego del año,God of War: Ragnarök,,
este juego me lo voy a pasar lentamente en el modo más difícil dejando que la emoción dure harto que valga la pena la espera no me lo voy a pasar en un par de días como esos alocados que no paran y se lo pasan a los afanes,God of War: Ragnarök,,
doblaje extraordinario xd quizas solo para españa quizas xd,God of War: Ragnarök,,
eldeng ring dile adiós al goty,God of War: Ragnarök,,
toma microsoft a toda la yugular epico,God of War: Ragnarök,,
mierda que capturadora usa esta gente para grabar no he visto ningun canal de gameplays en el que el juego se vea tan fluido los 60fps en youtube y eso que estoy en android,God of War: Ragnarök,,
la voz de kratos en castellano es horrible,God of War: Ragnarök,,
suena horrible el castellano prefiero en mexicano o ingles,God of War: Ragnarök,,
juegue el 1ro en pc y me aburrio soberanamente es mas cinematica que juego no creo que este ragnarok sea diferente,God of War: Ragnarök,,
the best game of the world,God of War: Ragnarök,,
muy bueno pero me hubiera gustado más potencia gráfica creo que ya se está estancando lo bueno es que ya saldrá la ps6,God of War: Ragnarök,,
me trague muchos spoilers viendo otros análisis menos mal que aquí no hay,God of War: Ragnarök,,
es una verguenza q despues d 4 años tengamos este juego,God of War: Ragnarök,,
no mms son escenas muy prrsiisiiimas para que las ponen yo solo venía a ver una opinión no un spoiler,God of War: Ragnarök,,
la mitad de esos clips no los he visto en trailers donde los puedo ver,God of War: Ragnarök,,
god wr sera el goti sin duda el den rin no pasa nada,God of War: Ragnarök,,
si que se ve viejo kratos,God of War: Ragnarök,,
cada vez que sale un juego de sony todos los comentarios son bien tontos que es muy continuista pero quieren a elden ring como goty dónde las armas llevan teniendo los mismos set de movimientos desde el primer dark souls no dicen nada respecto a halo pokémon o gears que no les gusta que kratos sea tan humano supongo que no jugaron los primeros juegos donde se nota lo humano que es kratos es que hasta en la tercera entrega al final hace lago humano por todo el mundo que no querían que saliera para ps4 pero si se la pasaban quejándose de que te estaban obligando a pasar a la otra generación se que son xboxers y nintenderos pero podrían al menos poner comentarios menos tontos podrían esforzarse un poco más muchachos por qué me hacen creer que todos los que se quejan de que este juego es continuista ellos no tienen ninguna saga favorita ya que todas las sagas tiene una secuela que se parece al primer juego o un tercero que usa la misma fórmula bioshock una trilogía increible ahora resulta que es una basura por qué los tres títulos son shooters con poderes dmc es basura por qué el personaje siempre usa sus dos pistolas y su espada halo es basura por qué estan las mismas armas en todos los juegos xd,God of War: Ragnarök,,
